縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,"不分區政黨(1)

民主進步黨","不分區政黨(2)

親民黨","不分區政黨(3)

自由台灣黨","不分區政黨(4)

和平鴿聯盟黨","不分區政黨(5)

軍公教聯盟黨","不分區政黨(6)

民國黨","不分區政黨(7)

信心希望聯盟","不分區政黨(8)

中華統一促進黨","不分區政黨(9)

中國國民黨","不分區政黨(10)

台灣團結聯盟","不分區政黨(11)

時代力量","不分區政黨(12)

大愛憲改聯盟","不分區政黨(13)

綠黨社會民主黨聯盟","不分區政黨(14)

台灣獨立黨","不分區政黨(15)

無黨團結聯盟","不分區政黨(16)

新黨","不分區政黨(17)

健保免費連線","不分區政黨(18)

樹黨",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
花蓮縣,壽豐鄉,豐山村,10015060003,朱立倫/王如玄,450,蔡英文/陳建仁,493,宋楚瑜/徐欣瑩,141,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,14,蕭美琴,民主進步黨,559,楊悟空,無黨籍,2,王廷升,中國國民黨,404,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,378,73,3,2,7,18,12,6,436,19,33,5,14,8,2,28,6,5,0,0,0,0
花蓮縣,壽豐鄉,豐裡村,10015060004,朱立倫/王如玄,359,蔡英文/陳建仁,294,宋楚瑜/徐欣瑩,111,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,346,楊悟空,無黨籍,7,王廷升,中國國民黨,288,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,234,65,6,2,7,12,12,2,329,10,25,2,15,0,0,28,3,0,0,0,0,0
花蓮縣,壽豐鄉,鹽寮村,10015060015,朱立倫/王如玄,141,蔡英文/陳建仁,101,宋楚瑜/徐欣瑩,45,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,99,楊悟空,無黨籍,3,王廷升,中國國民黨,85,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,63,27,0,0,0,5,5,1,131,7,8,0,8,0,6,15,1,1,0,0,0,0
花蓮縣,富里鄉,吳江村,10015100001,朱立倫/王如玄,115,蔡英文/陳建仁,78,宋楚瑜/徐欣瑩,44,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,75,楊悟空,無黨籍,0,王廷升,中國國民黨,104,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,57,16,1,0,1,3,2,1,126,3,7,0,1,2,1,1,3,0,0,0,0,0
花蓮縣,富里鄉,學田村,10015100013,朱立倫/王如玄,136,蔡英文/陳建仁,170,宋楚瑜/徐欣瑩,43,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,187,楊悟空,無黨籍,3,王廷升,中國國民黨,114,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,142,24,1,1,2,5,1,0,136,9,3,1,6,2,0,4,2,5,0,0,0,0
花蓮縣,富里鄉,富南村,10015100012,朱立倫/王如玄,101,蔡英文/陳建仁,111,宋楚瑜/徐欣瑩,27,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,102,楊悟空,無黨籍,3,王廷升,中國國民黨,96,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,77,22,0,2,1,4,3,0,106,5,3,0,2,1,2,2,0,0,0,0,0,0
花蓮縣,富里鄉,富里村,10015100009,朱立倫/王如玄,309,蔡英文/陳建仁,310,宋楚瑜/徐欣瑩,90,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,9,蕭美琴,民主進步黨,338,楊悟空,無黨籍,4,王廷升,中國國民黨,335,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,230,51,4,0,1,6,7,5,320,11,19,1,13,2,1,11,2,6,0,0,0,0
花蓮縣,富里鄉,新興村,10015100004,朱立倫/王如玄,152,蔡英文/陳建仁,99,宋楚瑜/徐欣瑩,25,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,82,楊悟空,無黨籍,1,王廷升,中國國民黨,128,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,70,7,1,1,3,1,7,0,148,8,5,0,0,0,1,16,2,1,0,0,0,0
花蓮縣,富里鄉,明里村,10015100008,朱立倫/王如玄,82,蔡英文/陳建仁,88,宋楚瑜/徐欣瑩,28,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,86,楊悟空,無黨籍,1,王廷升,中國國民黨,97,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,66,14,1,2,5,1,2,1,87,5,4,0,1,1,0,4,2,0,0,0,0,0
花蓮縣,富里鄉,東里村,10015100002,朱立倫/王如玄,193,蔡英文/陳建仁,182,宋楚瑜/徐欣瑩,75,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,10,蕭美琴,民主進步黨,186,楊悟空,無黨籍,3,王廷升,中國國民黨,190,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,132,30,2,2,2,7,2,0,219,13,7,0,2,2,0,13,1,4,0,0,0,0
花蓮縣,富里鄉,永豐村,10015100010,朱立倫/王如玄,119,蔡英文/陳建仁,83,宋楚瑜/徐欣瑩,31,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,92,楊悟空,無黨籍,0,王廷升,中國國民黨,128,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,63,18,0,3,1,2,1,1,124,2,5,1,1,1,0,3,0,2,0,0,0,0
花蓮縣,富里鄉,石牌村,10015100007,朱立倫/王如玄,208,蔡英文/陳建仁,170,宋楚瑜/徐欣瑩,63,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,206,楊悟空,無黨籍,2,王廷升,中國國民黨,207,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,131,29,2,3,0,6,5,1,219,11,10,0,6,2,0,7,0,4,0,0,0,0
花蓮縣,富里鄉,竹田村,10015100005,朱立倫/王如玄,300,蔡英文/陳建仁,170,宋楚瑜/徐欣瑩,87,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,14,蕭美琴,民主進步黨,177,楊悟空,無黨籍,2,王廷升,中國國民黨,329,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,116,26,0,4,0,4,8,2,326,10,11,0,10,1,1,26,3,2,0,0,0,0
花蓮縣,富里鄉,羅山村,10015100006,朱立倫/王如玄,94,蔡英文/陳建仁,78,宋楚瑜/徐欣瑩,49,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,7,蕭美琴,民主進步黨,81,楊悟空,無黨籍,1,王廷升,中國國民黨,127,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,50,23,0,2,1,4,1,0,109,4,5,0,5,3,0,8,3,1,0,0,0,0
花蓮縣,富里鄉,萬寧村,10015100003,朱立倫/王如玄,160,蔡英文/陳建仁,68,宋楚瑜/徐欣瑩,50,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,72,楊悟空,無黨籍,1,王廷升,中國國民黨,137,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,59,13,1,1,0,4,5,1,175,1,2,0,1,3,1,5,1,0,0,0,0,0
花蓮縣,富里鄉,豐南村,10015100011,朱立倫/王如玄,178,蔡英文/陳建仁,76,宋楚瑜/徐欣瑩,39,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,55,楊悟空,無黨籍,1,王廷升,中國國民黨,65,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,55,17,1,3,1,2,3,1,183,2,9,0,2,0,0,3,0,3,0,0,0,0
花蓮縣,新城鄉,佳林村,10015040005,朱立倫/王如玄,233,蔡英文/陳建仁,208,宋楚瑜/徐欣瑩,103,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,7,蕭美琴,民主進步黨,247,楊悟空,無黨籍,2,王廷升,中國國民黨,164,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,150,51,4,2,5,7,18,8,210,9,27,1,7,2,4,13,4,11,0,0,0,0
花蓮縣,新城鄉,北埔村,10015040004,朱立倫/王如玄,961,蔡英文/陳建仁,715,宋楚瑜/徐欣瑩,330,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,25,蕭美琴,民主進步黨,810,楊悟空,無黨籍,13,王廷升,中國國民黨,670,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,524,176,5,11,23,37,69,13,864,22,80,0,45,6,8,70,5,13,0,0,0,0
花蓮縣,新城鄉,嘉新村,10015040007,朱立倫/王如玄,408,蔡英文/陳建仁,188,宋楚瑜/徐欣瑩,104,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,7,蕭美琴,民主進步黨,168,楊悟空,無黨籍,11,王廷升,中國國民黨,237,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,140,58,4,9,4,6,6,4,381,7,20,1,4,0,5,25,2,1,0,0,0,0
花蓮縣,新城鄉,嘉里村,10015040006,朱立倫/王如玄,1036,蔡英文/陳建仁,640,宋楚瑜/徐欣瑩,399,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,42,蕭美琴,民主進步黨,742,楊悟空,無黨籍,27,王廷升,中國國民黨,774,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,441,195,5,9,55,36,61,14,974,33,81,1,35,5,4,74,4,5,0,0,0,0
花蓮縣,新城鄉,大漢村,10015040008,朱立倫/王如玄,764,蔡英文/陳建仁,350,宋楚瑜/徐欣瑩,265,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,9,蕭美琴,民主進步黨,359,楊悟空,無黨籍,14,王廷升,中國國民黨,419,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,255,121,6,11,13,21,38,4,733,14,47,1,28,2,5,50,4,4,0,0,0,0
花蓮縣,新城鄉,康樂村,10015040003,朱立倫/王如玄,642,蔡英文/陳建仁,541,宋楚瑜/徐欣瑩,210,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,9,蕭美琴,民主進步黨,587,楊悟空,無黨籍,9,王廷升,中國國民黨,491,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,417,120,6,4,15,11,47,7,589,17,34,2,31,4,5,36,6,10,0,0,0,0
花蓮縣,新城鄉,新城村,10015040001,朱立倫/王如玄,343,蔡英文/陳建仁,348,宋楚瑜/徐欣瑩,109,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,377,楊悟空,無黨籍,13,王廷升,中國國民黨,295,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,295,64,2,1,1,12,12,2,315,8,26,2,9,4,3,21,4,3,0,0,0,0
花蓮縣,新城鄉,順安村,10015040002,朱立倫/王如玄,163,蔡英文/陳建仁,342,宋楚瑜/徐欣瑩,60,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,5,蕭美琴,民主進步黨,297,楊悟空,無黨籍,2,王廷升,中國國民黨,173,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,290,28,2,12,3,4,7,3,156,7,9,2,3,1,4,8,2,2,0,0,0,0
花蓮縣,玉里鎮,三民里,10015030014,朱立倫/王如玄,171,蔡英文/陳建仁,242,宋楚瑜/徐欣瑩,47,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,258,楊悟空,無黨籍,2,王廷升,中國國民黨,148,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,207,29,4,3,1,8,2,2,155,9,5,0,8,1,0,6,1,0,0,0,0,0
花蓮縣,玉里鎮,中城里,10015030001,朱立倫/王如玄,1269,蔡英文/陳建仁,1126,宋楚瑜/徐欣瑩,400,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,35,蕭美琴,民主進步黨,1326,楊悟空,無黨籍,13,王廷升,中國國民黨,1119,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,842,207,6,7,22,20,110,14,1203,57,101,2,61,8,7,81,7,12,0,0,0,0
花蓮縣,玉里鎮,啟模里,10015030002,朱立倫/王如玄,368,蔡英文/陳建仁,337,宋楚瑜/徐欣瑩,153,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,13,蕭美琴,民主進步黨,384,楊悟空,無黨籍,5,王廷升,中國國民黨,360,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,256,73,1,2,7,8,20,4,373,21,19,2,16,3,2,28,5,3,0,0,0,0
花蓮縣,玉里鎮,國武里,10015030005,朱立倫/王如玄,346,蔡英文/陳建仁,283,宋楚瑜/徐欣瑩,100,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,9,蕭美琴,民主進步黨,356,楊悟空,無黨籍,5,王廷升,中國國民黨,335,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,228,67,1,0,6,9,25,3,301,11,28,1,12,1,1,27,0,6,0,0,0,0
花蓮縣,玉里鎮,大禹里,10015030015,朱立倫/王如玄,238,蔡英文/陳建仁,212,宋楚瑜/徐欣瑩,77,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,220,楊悟空,無黨籍,6,王廷升,中國國民黨,170,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,155,39,3,4,4,15,7,10,239,8,10,0,3,0,4,8,3,0,0,0,0,0
花蓮縣,玉里鎮,德武里,10015030013,朱立倫/王如玄,220,蔡英文/陳建仁,49,宋楚瑜/徐欣瑩,54,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,0,蕭美琴,民主進步黨,9,楊悟空,無黨籍,0,王廷升,中國國民黨,11,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,30,19,1,5,3,3,5,2,210,1,15,0,0,0,0,3,1,4,0,0,0,0
花蓮縣,玉里鎮,春日里,10015030012,朱立倫/王如玄,230,蔡英文/陳建仁,175,宋楚瑜/徐欣瑩,96,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,5,蕭美琴,民主進步黨,111,楊悟空,無黨籍,5,王廷升,中國國民黨,57,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,113,31,1,3,9,7,11,36,197,8,43,1,4,0,7,2,2,0,0,0,0,0
花蓮縣,玉里鎮,東豐里,10015030009,朱立倫/王如玄,146,蔡英文/陳建仁,101,宋楚瑜/徐欣瑩,47,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,104,楊悟空,無黨籍,0,王廷升,中國國民黨,67,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,77,21,3,0,4,6,2,0,141,4,2,1,0,2,1,4,1,0,0,0,0,0
花蓮縣,玉里鎮,松浦里,10015030011,朱立倫/王如玄,359,蔡英文/陳建仁,204,宋楚瑜/徐欣瑩,95,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,81,楊悟空,無黨籍,1,王廷升,中國國民黨,91,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,136,33,1,10,8,12,11,8,340,2,26,1,4,5,4,4,4,1,0,0,0,0
花蓮縣,玉里鎮,樂合里,10015030008,朱立倫/王如玄,351,蔡英文/陳建仁,81,宋楚瑜/徐欣瑩,95,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,79,楊悟空,無黨籍,1,王廷升,中國國民黨,81,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,87,36,4,6,2,15,3,2,315,6,17,0,4,0,0,4,1,2,0,0,0,0
花蓮縣,玉里鎮,永昌里,10015030003,朱立倫/王如玄,333,蔡英文/陳建仁,200,宋楚瑜/徐欣瑩,90,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,5,蕭美琴,民主進步黨,225,楊悟空,無黨籍,2,王廷升,中國國民黨,249,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,151,46,1,3,2,10,18,13,284,11,19,1,13,2,3,22,1,6,0,0,0,0
花蓮縣,玉里鎮,泰昌里,10015030004,朱立倫/王如玄,323,蔡英文/陳建仁,153,宋楚瑜/徐欣瑩,76,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,185,楊悟空,無黨籍,5,王廷升,中國國民黨,274,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,107,35,1,2,3,8,18,16,288,7,13,1,12,2,1,23,3,3,0,0,0,0
花蓮縣,玉里鎮,源城里,10015030006,朱立倫/王如玄,270,蔡英文/陳建仁,257,宋楚瑜/徐欣瑩,138,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,10,蕭美琴,民主進步黨,294,楊悟空,無黨籍,2,王廷升,中國國民黨,232,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,197,74,4,4,2,8,5,1,290,16,13,1,7,1,2,12,3,2,0,0,0,0
花蓮縣,玉里鎮,觀音里,10015030010,朱立倫/王如玄,374,蔡英文/陳建仁,236,宋楚瑜/徐欣瑩,139,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,7,蕭美琴,民主進步黨,191,楊悟空,無黨籍,3,王廷升,中國國民黨,183,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,164,68,1,4,11,8,38,3,348,9,29,1,9,2,1,15,5,0,0,0,0,0
花蓮縣,玉里鎮,長良里,10015030007,朱立倫/王如玄,169,蔡英文/陳建仁,67,宋楚瑜/徐欣瑩,48,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,56,楊悟空,無黨籍,1,王廷升,中國國民黨,100,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,61,16,2,5,2,4,1,1,168,2,5,0,2,1,2,4,2,0,0,0,0,0
花蓮縣,瑞穗鄉,奇美村,10015090008,朱立倫/王如玄,111,蔡英文/陳建仁,32,宋楚瑜/徐欣瑩,23,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,1,蕭美琴,民主進步黨,13,楊悟空,無黨籍,1,王廷升,中國國民黨,14,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,20,15,0,1,1,0,4,0,95,10,8,0,0,0,0,2,0,0,0,0,0,0
花蓮縣,瑞穗鄉,富民村,10015090010,朱立倫/王如玄,233,蔡英文/陳建仁,78,宋楚瑜/徐欣瑩,78,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,1,蕭美琴,民主進步黨,39,楊悟空,無黨籍,1,王廷升,中國國民黨,48,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,46,30,2,12,1,4,6,0,249,4,15,0,4,2,1,3,2,0,0,0,0,0
花蓮縣,瑞穗鄉,富源村,10015090009,朱立倫/王如玄,169,蔡英文/陳建仁,144,宋楚瑜/徐欣瑩,62,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,1,蕭美琴,民主進步黨,148,楊悟空,無黨籍,0,王廷升,中國國民黨,123,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,112,23,1,6,0,2,5,0,176,5,12,0,3,1,0,8,0,1,0,0,0,0
花蓮縣,瑞穗鄉,富興村,10015090011,朱立倫/王如玄,120,蔡英文/陳建仁,178,宋楚瑜/徐欣瑩,46,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,180,楊悟空,無黨籍,1,王廷升,中國國民黨,42,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,134,26,0,9,2,6,2,2,117,16,11,1,2,1,1,1,0,3,0,0,0,0
花蓮縣,瑞穗鄉,瑞北村,10015090005,朱立倫/王如玄,152,蔡英文/陳建仁,99,宋楚瑜/徐欣瑩,50,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,99,楊悟空,無黨籍,0,王廷升,中國國民黨,82,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,72,21,5,3,0,4,7,2,152,4,10,1,7,0,0,6,1,0,0,0,0,0
花蓮縣,瑞穗鄉,瑞祥村,10015090004,朱立倫/王如玄,222,蔡英文/陳建仁,212,宋楚瑜/徐欣瑩,77,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,218,楊悟空,無黨籍,2,王廷升,中國國民黨,176,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,164,43,1,2,2,5,2,0,231,12,28,0,3,0,0,14,0,3,0,0,0,0
花蓮縣,瑞穗鄉,瑞穗村,10015090001,朱立倫/王如玄,490,蔡英文/陳建仁,412,宋楚瑜/徐欣瑩,154,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,16,蕭美琴,民主進步黨,495,楊悟空,無黨籍,4,王廷升,中國國民黨,424,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,325,67,4,6,8,14,13,6,476,23,35,2,12,5,3,32,4,2,0,0,0,0
花蓮縣,瑞穗鄉,瑞美村,10015090002,朱立倫/王如玄,491,蔡英文/陳建仁,369,宋楚瑜/徐欣瑩,113,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,405,楊悟空,無黨籍,4,王廷升,中國國民黨,377,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,283,65,3,3,6,17,14,2,456,10,34,0,12,9,3,27,1,6,0,0,0,0
花蓮縣,瑞穗鄉,瑞良村,10015090003,朱立倫/王如玄,145,蔡英文/陳建仁,115,宋楚瑜/徐欣瑩,46,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,106,楊悟空,無黨籍,0,王廷升,中國國民黨,96,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,89,20,2,0,1,4,3,1,153,4,9,0,1,0,3,4,2,0,0,0,0,0
花蓮縣,瑞穗鄉,舞鶴村,10015090006,朱立倫/王如玄,267,蔡英文/陳建仁,132,宋楚瑜/徐欣瑩,86,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,105,楊悟空,無黨籍,2,王廷升,中國國民黨,109,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,106,40,1,2,4,4,6,4,254,10,19,0,4,0,1,6,4,0,0,0,0,0
花蓮縣,瑞穗鄉,鶴岡村,10015090007,朱立倫/王如玄,278,蔡英文/陳建仁,82,宋楚瑜/徐欣瑩,51,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,61,楊悟空,無黨籍,1,王廷升,中國國民黨,52,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,49,14,3,11,2,5,12,4,273,3,5,1,6,0,2,4,1,2,0,0,0,0
花蓮縣,秀林鄉,佳民村,10015110008,朱立倫/王如玄,299,蔡英文/陳建仁,112,宋楚瑜/徐欣瑩,106,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,1,蕭美琴,民主進步黨,29,楊悟空,無黨籍,0,王廷升,中國國民黨,36,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,68,56,3,2,3,8,34,2,285,5,15,0,1,2,12,6,0,2,0,0,0,0
花蓮縣,秀林鄉,和平村,10015110009,朱立倫/王如玄,251,蔡英文/陳建仁,231,宋楚瑜/徐欣瑩,213,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,124,楊悟空,無黨籍,2,王廷升,中國國民黨,80,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,147,113,0,2,7,15,13,6,280,8,23,0,4,1,46,7,1,4,0,0,0,0
花蓮縣,秀林鄉,富世村,10015110002,朱立倫/王如玄,423,蔡英文/陳建仁,288,宋楚瑜/徐欣瑩,203,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,3,蕭美琴,民主進步黨,70,楊悟空,無黨籍,5,王廷升,中國國民黨,68,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,190,111,1,2,11,18,47,5,417,21,23,3,10,1,11,15,5,3,0,0,0,0
花蓮縣,秀林鄉,崇德村,10015110001,朱立倫/王如玄,361,蔡英文/陳建仁,129,宋楚瑜/徐欣瑩,185,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,0,蕭美琴,民主進步黨,81,楊悟空,無黨籍,3,王廷升,中國國民黨,82,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,88,89,4,1,4,10,10,1,389,7,8,1,4,2,16,11,3,1,0,0,0,0
花蓮縣,秀林鄉,文蘭村,10015110006,朱立倫/王如玄,369,蔡英文/陳建仁,103,宋楚瑜/徐欣瑩,114,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,1,蕭美琴,民主進步黨,16,楊悟空,無黨籍,0,王廷升,中國國民黨,20,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,57,62,0,1,3,10,23,2,356,7,22,0,4,1,16,6,4,0,0,0,0,0
