縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,平原立委候選人1＿候選人名稱,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,平原立委有效票數A,平原立委無效票數B,平原立委投票數C,平原立委選舉人數G,山原立委候選人1＿候選人名稱,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委有效票數A,山原立委無效票數B,山原立委投票數C,山原立委選舉人數G,"不分區政黨(1)

小民參政歐巴桑聯盟","不分區政黨(2)

台灣綠黨","不分區政黨(3)

臺灣雙語無法黨","不分區政黨(4)

台灣基進","不分區政黨(5)

中華統一促進黨","不分區政黨(6)

民主進步黨","不分區政黨(7)

制度救世島","不分區政黨(8)

時代力量","不分區政黨(9)

中國國民黨","不分區政黨(10)

司法改革黨","不分區政黨(11)

新黨","不分區政黨(12)

台灣民眾黨","不分區政黨(13)

台灣維新","不分區政黨(14)

親民黨","不分區政黨(15)

人民最大黨","不分區政黨(16)

台灣團結聯盟",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
臺北市,中正區,幸市里,0500027,柯文哲/吳欣盈,495,賴清德/蕭美琴,1127,侯友宜/趙少康,1029,,0,,0,,0,,0,,0,,0,,0,1122,634,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1122,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1122,0,0,5,22,25,6,14,3,975,5,79,983,6,17,491,2,8,1,7,0,2644,33,83
臺北市,中正區,幸福里,0500026,柯文哲/吳欣盈,690,賴清德/蕭美琴,1108,侯友宜/趙少康,1147,,0,,0,,0,,0,,0,,0,,0,1118,845,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1118,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1118,0,0,5,18,27,8,18,3,942,5,91,1111,7,17,665,0,15,1,5,0,2933,32,83
臺北市,中正區,廈安里,0500015,柯文哲/吳欣盈,700,賴清德/蕭美琴,951,侯友宜/趙少康,840,,0,,0,,0,,0,,0,,0,,0,1079,848,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1079,10,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1079,9,0,5,36,12,7,7,3,842,5,78,811,7,9,627,1,22,1,9,0,2477,39,83
臺北市,中正區,建國里,0500022,柯文哲/吳欣盈,255,賴清德/蕭美琴,321,侯友宜/趙少康,365,,0,,0,,0,,0,,0,,0,,0,1108,941,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1108,4,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1108,0,0,5,11,11,2,5,1,282,2,35,339,0,12,236,0,4,0,1,0,941,6,83
臺北市,中正區,忠勤里,0500014,柯文哲/吳欣盈,934,賴清德/蕭美琴,1216,侯友宜/趙少康,1540,,0,,0,,0,,0,,0,,0,,0,1074,612,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1074,22,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1074,15,0,5,26,32,13,13,12,1082,9,88,1495,14,30,796,1,23,3,21,0,3658,72,83
臺北市,中正區,愛國里,0500016,柯文哲/吳欣盈,471,賴清德/蕭美琴,728,侯友宜/趙少康,707,,0,,0,,0,,0,,0,,0,,0,1082,621,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1082,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1082,0,0,5,13,19,5,10,0,631,3,49,693,4,7,449,0,10,0,1,0,1894,20,83
臺北市,中正區,文北里,0500029,柯文哲/吳欣盈,690,賴清德/蕭美琴,1325,侯友宜/趙少康,1255,,0,,0,,0,,0,,0,,0,,0,1129,848,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1129,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1129,0,0,5,22,27,10,15,2,1131,4,102,1214,8,15,681,4,17,0,5,0,3257,34,83
臺北市,中正區,文盛里,0500003,柯文哲/吳欣盈,354,賴清德/蕭美琴,634,侯友宜/趙少康,628,,0,,0,,0,,0,,0,,0,,0,1736,906,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1736,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1736,0,0,5,25,15,13,11,1,531,0,50,615,7,9,314,1,10,0,3,0,1605,18,83
臺北市,中正區,文祥里,0500030,柯文哲/吳欣盈,1118,賴清德/蕭美琴,1735,侯友宜/趙少康,1727,,0,,0,,0,,0,,0,,0,,0,1133,962,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1133,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1133,0,0,5,41,29,10,31,2,1480,5,144,1696,9,23,1065,2,20,1,9,0,4567,46,83
臺北市,中正區,新營里,0500021,柯文哲/吳欣盈,1303,賴清德/蕭美琴,1583,侯友宜/趙少康,2001,,0,,0,,0,,0,,0,,0,,0,1102,861,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1102,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1102,0,0,5,48,32,20,26,5,1336,4,146,1960,13,16,1220,1,24,3,6,0,4860,44,83
臺北市,中正區,東門里,0500028,柯文哲/吳欣盈,486,賴清德/蕭美琴,777,侯友宜/趙少康,953,,0,,0,,0,,0,,0,,0,,0,1126,744,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1126,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1126,0,0,5,22,19,2,13,1,649,2,72,918,4,7,482,0,11,1,2,0,2205,25,83
臺北市,中正區,板溪里,0500008,柯文哲/吳欣盈,508,賴清德/蕭美琴,757,侯友宜/趙少康,921,,0,,0,,0,,0,,0,,0,,0,1755,638,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1755,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1755,2,0,5,24,26,5,17,2,641,5,68,881,4,16,481,4,5,0,3,0,2182,22,83
臺北市,中正區,林興里,0500004,柯文哲/吳欣盈,744,賴清德/蕭美琴,949,侯友宜/趙少康,1233,,0,,0,,0,,0,,0,,0,,0,1738,740,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1738,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1738,0,0,5,37,25,11,18,4,813,4,78,1195,12,16,668,2,17,0,5,0,2905,34,83
臺北市,中正區,梅花里,0500025,柯文哲/吳欣盈,420,賴清德/蕭美琴,775,侯友宜/趙少康,715,,0,,0,,0,,0,,0,,0,,0,1115,625,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1115,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1115,0,0,5,13,13,3,18,1,670,2,71,709,13,9,371,0,9,0,6,0,1908,17,83
臺北市,中正區,水源里,0500001,柯文哲/吳欣盈,388,賴清德/蕭美琴,720,侯友宜/趙少康,659,,0,,0,,0,,0,,0,,0,,0,1731,601,0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1731,3,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1731,2,0,5,21,16,6,11,2,634,0,63,624,5,8,357,0,11,1,3,0,1762,15,83
臺北市,中正區,永功里,0500011,柯文哲/吳欣盈,926,賴清德/蕭美琴,1490,侯友宜/趙少康,1329,,0,,0,,0,,0,,0,,0,,0,1062,691,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1062,15,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1062,7,0,5,36,37,7,25,4,1275,11,108,1318,4,15,825,1,20,3,14,0,3703,55,83
臺北市,中正區,永昌里,0500012,柯文哲/吳欣盈,666,賴清德/蕭美琴,1057,侯友宜/趙少康,1145,,0,,0,,0,,0,,0,,0,,0,1067,817,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1067,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1067,0,0,5,27,25,3,14,3,940,4,78,1121,6,11,583,2,13,1,6,0,2837,56,83
臺北市,中正區,河堤里,0500005,柯文哲/吳欣盈,624,賴清德/蕭美琴,959,侯友宜/趙少康,1169,,0,,0,,0,,0,,0,,0,,0,1742,717,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1742,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1742,0,0,5,42,31,8,17,6,800,1,88,1134,7,21,559,2,15,1,3,0,2735,27,83
臺北市,中正區,網溪里,0500007,柯文哲/吳欣盈,818,賴清德/蕭美琴,1309,侯友宜/趙少康,1408,,0,,0,,0,,0,,0,,0,,0,1751,887,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1751,7,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1751,1,0,5,42,32,5,24,4,1131,2,117,1359,7,28,734,2,17,0,3,0,3507,38,83
臺北市,中正區,螢圃里,0500009,柯文哲/吳欣盈,839,賴清德/蕭美琴,1212,侯友宜/趙少康,1467,,0,,0,,0,,0,,0,,0,,0,1758,893,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1758,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1758,0,0,5,40,36,9,16,3,1051,4,94,1403,9,20,775,1,17,1,2,0,3481,45,83
臺北市,中正區,螢雪里,0500010,柯文哲/吳欣盈,664,賴清德/蕭美琴,898,侯友宜/趙少康,1046,,0,,0,,0,,0,,0,,0,,0,1762,950,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1762,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1762,0,0,5,32,25,12,8,4,776,1,62,1033,5,9,610,0,15,4,6,0,2602,20,83
臺北市,中正區,頂東里,0500006,柯文哲/吳欣盈,833,賴清德/蕭美琴,1446,侯友宜/趙少康,1514,,0,,0,,0,,0,,0,,0,,0,1746,803,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1746,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1746,0,0,5,48,33,5,29,3,1224,1,110,1435,20,25,810,3,24,0,6,0,3776,36,83
臺北市,中正區,黎明里,0500024,柯文哲/吳欣盈,467,賴清德/蕭美琴,613,侯友宜/趙少康,693,,0,,0,,0,,0,,0,,0,,0,1112,543,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1112,6,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1112,2,0,5,16,16,6,6,5,521,0,52,697,6,7,412,1,12,0,4,0,1761,29,83
臺北市,中正區,龍光里,0500018,柯文哲/吳欣盈,445,賴清德/蕭美琴,653,侯友宜/趙少康,742,,0,,0,,0,,0,,0,,0,,0,1087,639,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1087,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1087,0,0,5,19,17,7,9,1,559,5,43,736,4,8,399,2,10,0,6,0,1825,30,83
臺北市,中正區,龍福里,0500020,柯文哲/吳欣盈,744,賴清德/蕭美琴,1101,侯友宜/趙少康,1099,,0,,0,,0,,0,,0,,0,,0,1098,787,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1098,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1098,0,0,5,35,20,8,13,2,905,3,100,1078,3,17,712,3,14,0,5,0,2918,39,83
臺北市,中正區,龍興里,0500013,柯文哲/吳欣盈,543,賴清德/蕭美琴,761,侯友宜/趙少康,705,,0,,0,,0,,0,,0,,0,,0,1071,718,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1071,1,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1071,1,0,5,14,15,5,10,0,662,4,65,697,3,13,491,3,10,1,2,0,1995,23,83
臺北市,信義區,三張里,0200030,柯文哲/吳欣盈,1179,賴清德/蕭美琴,1823,侯友宜/趙少康,2331,,0,,0,,0,,0,,0,,0,,0,1455,815,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1455,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1455,0,0,5,40,43,7,20,5,1578,4,147,2266,4,31,1089,1,28,3,17,0,5283,78,83
臺北市,信義區,三犁里,0200031,柯文哲/吳欣盈,680,賴清德/蕭美琴,1087,侯友宜/趙少康,1374,,0,,0,,0,,0,,0,,0,,0,1462,773,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1462,4,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1462,2,0,5,29,17,12,14,0,928,2,91,1350,4,13,624,2,18,1,7,0,3112,56,83
臺北市,信義區,中坡里,0200024,柯文哲/吳欣盈,661,賴清德/蕭美琴,1042,侯友宜/趙少康,1042,,0,,0,,0,,0,,0,,0,,0,1426,742,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1426,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1426,0,0,5,29,24,2,14,5,916,4,75,1046,2,8,567,2,20,2,4,0,2720,40,83
臺北市,信義區,中興里,0200004,柯文哲/吳欣盈,454,賴清德/蕭美琴,719,侯友宜/趙少康,816,,0,,0,,0,,0,,0,,0,,0,1347,582,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1347,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1347,0,0,5,11,12,3,12,1,640,0,43,808,5,10,423,0,8,0,3,0,1979,18,83
臺北市,信義區,中行里,0200025,柯文哲/吳欣盈,1166,賴清德/蕭美琴,1925,侯友宜/趙少康,1652,,0,,0,,0,,0,,0,,0,,0,1430,710,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1430,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1430,0,0,5,31,39,11,22,7,1698,3,142,1662,13,15,1007,2,25,1,17,0,4695,77,83
臺北市,信義區,五全里,0200013,柯文哲/吳欣盈,747,賴清德/蕭美琴,1282,侯友宜/趙少康,1026,,0,,0,,0,,0,,0,,0,,0,1384,791,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1384,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1384,0,0,5,25,32,8,22,4,1135,2,85,1005,4,16,664,2,16,2,17,0,3039,40,83
臺北市,信義區,五常里,0200012,柯文哲/吳欣盈,567,賴清德/蕭美琴,844,侯友宜/趙少康,872,,0,,0,,0,,0,,0,,0,,0,1381,755,11,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1381,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1381,0,0,5,16,16,11,15,1,753,3,62,880,3,11,490,0,7,1,8,0,2277,38,83
臺北市,信義區,六合里,0200032,柯文哲/吳欣盈,926,賴清德/蕭美琴,1259,侯友宜/趙少康,1876,,0,,0,,0,,0,,0,,0,,0,1466,800,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1466,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1466,0,0,5,33,32,6,19,9,1107,5,102,1832,15,24,809,2,26,2,5,0,4028,58,83
臺北市,信義區,六藝里,0200010,柯文哲/吳欣盈,545,賴清德/蕭美琴,912,侯友宜/趙少康,785,,0,,0,,0,,0,,0,,0,,0,1374,851,11,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1374,4,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1374,4,0,5,17,14,6,11,2,793,2,73,788,3,14,476,0,10,0,8,0,2217,46,83
臺北市,信義區,嘉興里,0200037,柯文哲/吳欣盈,441,賴清德/蕭美琴,731,侯友宜/趙少康,746,,0,,0,,0,,0,,0,,0,,0,1489,635,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1489,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1489,0,0,5,26,22,7,6,3,636,2,52,716,1,21,396,0,11,1,5,0,1905,26,83
臺北市,信義區,四維里,0200017,柯文哲/吳欣盈,731,賴清德/蕭美琴,1122,侯友宜/趙少康,1326,,0,,0,,0,,0,,0,,0,,0,1398,651,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1398,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1398,0,0,5,23,25,9,16,7,982,3,98,1316,5,14,646,3,11,2,6,0,3166,29,83
臺北市,信義區,四育里,0200016,柯文哲/吳欣盈,750,賴清德/蕭美琴,1468,侯友宜/趙少康,1240,,0,,0,,0,,0,,0,,0,,0,1394,794,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1394,11,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1394,6,0,5,25,31,5,19,5,1306,1,87,1236,6,14,674,3,21,1,8,0,3442,45,83
臺北市,信義區,國業里,0200020,柯文哲/吳欣盈,1055,賴清德/蕭美琴,1543,侯友宜/趙少康,1771,,0,,0,,0,,0,,0,,0,,0,1409,744,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1409,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1409,0,0,5,32,35,13,25,8,1353,4,123,1739,13,15,956,3,26,1,8,0,4354,38,83
臺北市,信義區,大仁里,0200027,柯文哲/吳欣盈,1128,賴清德/蕭美琴,1376,侯友宜/趙少康,1308,,0,,0,,0,,0,,0,,0,,0,1441,1114,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1441,27,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1441,26,1,5,37,29,8,11,9,1184,2,142,1349,10,18,936,7,17,4,10,0,3773,61,83
臺北市,信義區,大道里,0200026,柯文哲/吳欣盈,836,賴清德/蕭美琴,1480,侯友宜/趙少康,1399,,0,,0,,0,,0,,0,,0,,0,1436,789,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1436,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1436,0,0,5,19,32,9,23,3,1282,3,99,1400,5,13,771,2,23,2,7,0,3693,43,83
臺北市,信義區,安康里,0200009,柯文哲/吳欣盈,1355,賴清德/蕭美琴,2211,侯友宜/趙少康,2553,,0,,0,,0,,0,,0,,0,,0,1367,950,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1367,15,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1367,7,0,5,38,57,9,20,4,1956,4,170,2496,10,32,1266,3,26,0,10,0,6101,62,83
臺北市,信義區,富台里,0200019,柯文哲/吳欣盈,644,賴清德/蕭美琴,854,侯友宜/趙少康,1334,,0,,0,,0,,0,,0,,0,,0,1406,944,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1406,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1406,0,0,5,32,29,9,10,3,731,0,79,1308,9,12,583,0,11,1,3,0,2820,28,83
臺北市,信義區,廣居里,0200008,柯文哲/吳欣盈,1038,賴清德/蕭美琴,1568,侯友宜/趙少康,1920,,0,,0,,0,,0,,0,,0,,0,1361,801,11,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1361,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1361,0,0,5,41,38,14,19,1,1360,1,161,1835,8,31,965,0,25,1,4,0,4504,53,83
臺北市,信義區,惠安里,0200029,柯文哲/吳欣盈,972,賴清德/蕭美琴,1233,侯友宜/趙少康,1702,,0,,0,,0,,0,,0,,0,,0,1450,724,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1450,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1450,0,0,5,34,14,9,19,9,1078,1,97,1696,6,15,858,3,19,0,9,0,3867,54,83
臺北市,信義區,敦厚里,0200007,柯文哲/吳欣盈,724,賴清德/蕭美琴,1127,侯友宜/趙少康,1188,,0,,0,,0,,0,,0,,0,,0,1357,732,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1357,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1357,0,0,5,24,26,2,18,1,952,0,108,1182,4,10,662,4,17,1,6,0,3017,37,83
臺北市,信義區,新仁里,0200005,柯文哲/吳欣盈,400,賴清德/蕭美琴,618,侯友宜/趙少康,915,,0,,0,,0,,0,,0,,0,,0,1350,685,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1350,8,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1350,2,0,5,9,17,3,9,1,518,2,59,913,2,10,364,0,15,0,0,0,1922,16,83
臺北市,信義區,景勤里,0200035,柯文哲/吳欣盈,491,賴清德/蕭美琴,821,侯友宜/趙少康,1018,,0,,0,,0,,0,,0,,0,,0,1481,730,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1481,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1481,0,0,5,15,18,5,6,4,709,3,66,999,3,15,451,0,11,1,2,0,2308,45,83
臺北市,信義區,景新里,0200028,柯文哲/吳欣盈,623,賴清德/蕭美琴,1052,侯友宜/趙少康,1418,,0,,0,,0,,0,,0,,0,,0,1446,850,12,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1446,10,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1446,7,0,5,23,33,4,19,3,891,1,65,1406,7,11,594,2,18,4,7,0,3088,35,83
臺北市,信義區,景聯里,0200034,柯文哲/吳欣盈,632,賴清德/蕭美琴,986,侯友宜/趙少康,1163,,0,,0,,0,,0,,0,,0,,0,1477,714,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1477,3,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1477,0,0,5,23,27,3,13,2,850,3,84,1117,9,13,584,0,16,2,4,0,2750,46,83
臺北市,信義區,松光里,0200023,柯文哲/吳欣盈,634,賴清德/蕭美琴,1214,侯友宜/趙少康,1139,,0,,0,,0,,0,,0,,0,,0,1422,725,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1422,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1422,0,0,5,14,17,8,16,3,1068,0,95,1116,2,14,570,0,25,3,11,0,2962,38,83
臺北市,信義區,松友里,0200022,柯文哲/吳欣盈,974,賴清德/蕭美琴,1408,侯友宜/趙少康,1583,,0,,0,,0,,0,,0,,0,,0,1417,746,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1417,6,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1417,13,0,5,42,32,8,24,6,1218,4,118,1582,13,22,843,3,22,2,9,0,3948,50,83
臺北市,信義區,松隆里,0200021,柯文哲/吳欣盈,303,賴清德/蕭美琴,465,侯友宜/趙少康,515,,0,,0,,0,,0,,0,,0,,0,1415,653,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1415,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1415,0,0,5,13,7,2,9,3,411,1,31,498,0,5,268,0,12,2,3,0,1265,32,83
