縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委候選人11＿候選人名稱,區域立委候選人11＿黨籍,區域立委候選人11_得票數,區域立委候選人12＿候選人名稱,區域立委候選人12＿黨籍,區域立委候選人12_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,"不分區政黨(1)

民主進步黨","不分區政黨(2)

親民黨","不分區政黨(3)

自由台灣黨","不分區政黨(4)

和平鴿聯盟黨","不分區政黨(5)

軍公教聯盟黨","不分區政黨(6)

民國黨","不分區政黨(7)

信心希望聯盟","不分區政黨(8)

中華統一促進黨","不分區政黨(9)

中國國民黨","不分區政黨(10)

台灣團結聯盟","不分區政黨(11)

時代力量","不分區政黨(12)

大愛憲改聯盟","不分區政黨(13)

綠黨社會民主黨聯盟","不分區政黨(14)

台灣獨立黨","不分區政黨(15)

無黨團結聯盟","不分區政黨(16)

新黨","不分區政黨(17)

健保免費連線","不分區政黨(18)

樹黨",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
臺北市,士林區,天母里,63000110042,朱立倫/王如玄,1457,蔡英文/陳建仁,2015,宋楚瑜/徐欣瑩,414,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1871,吳思瑤,民主進步黨,1839,黃清原,無黨籍,11,王靜亞,無黨籍,136,吳忠錚,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1513,211,3,2,29,66,106,15,1067,76,231,1,146,6,9,376,9,35,0,0,0,0
臺北市,士林區,天玉里,63000110041,朱立倫/王如玄,1876,蔡英文/陳建仁,2615,宋楚瑜/徐欣瑩,490,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,2303,吳思瑤,民主進步黨,2389,黃清原,無黨籍,14,王靜亞,無黨籍,223,吳忠錚,無黨籍,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1934,259,13,1,28,103,134,27,1366,101,301,1,195,5,12,479,6,28,0,0,0,0
臺北市,士林區,天祿里,63000110037,朱立倫/王如玄,1018,蔡英文/陳建仁,1747,宋楚瑜/徐欣瑩,289,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1271,吳思瑤,民主進步黨,1627,黃清原,無黨籍,4,王靜亞,無黨籍,124,吳忠錚,無黨籍,5,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1345,164,5,3,16,61,72,18,789,71,189,2,101,6,10,166,6,34,0,0,0,0
臺北市,士林區,天福里,63000110036,朱立倫/王如玄,1352,蔡英文/陳建仁,1920,宋楚瑜/徐欣瑩,316,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1671,吳思瑤,民主進步黨,1774,黃清原,無黨籍,3,王靜亞,無黨籍,107,吳忠錚,無黨籍,8,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1434,164,5,5,17,58,91,15,1001,60,235,4,143,2,4,311,4,25,0,0,0,0
臺北市,士林區,富光里,63000110016,朱立倫/王如玄,810,蔡英文/陳建仁,2227,宋楚瑜/徐欣瑩,339,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,25,陳民乾,無黨籍,25,吳俊德,無黨籍,57,林幸蓉,無黨籍,36,潘懷宗,無黨籍,1024,姚文智,民主進步黨,2121,陳建斌,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1730,197,9,2,22,50,38,8,666,103,229,3,75,10,15,149,19,26,0,0,0,0
臺北市,士林區,富洲里,63000110024,朱立倫/王如玄,596,蔡英文/陳建仁,2645,宋楚瑜/徐欣瑩,266,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,26,陳民乾,無黨籍,24,吳俊德,無黨籍,49,林幸蓉,無黨籍,27,潘懷宗,無黨籍,706,姚文智,民主進步黨,2584,陳建斌,無黨籍,9,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2152,202,13,19,7,50,39,11,501,124,193,3,40,4,13,72,10,12,0,0,0,0
臺北市,士林區,岩山里,63000110025,朱立倫/王如玄,784,蔡英文/陳建仁,1015,宋楚瑜/徐欣瑩,211,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,14,陳民乾,無黨籍,11,吳俊德,無黨籍,34,林幸蓉,無黨籍,15,潘懷宗,無黨籍,964,姚文智,民主進步黨,926,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,732,92,6,0,15,32,44,4,643,37,132,2,82,2,2,166,5,18,0,0,0,0
臺北市,士林區,平等里,63000110048,朱立倫/王如玄,139,蔡英文/陳建仁,717,宋楚瑜/徐欣瑩,54,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,9,陳民乾,無黨籍,2,吳俊德,無黨籍,9,林幸蓉,無黨籍,7,潘懷宗,無黨籍,180,姚文智,民主進步黨,690,陳建斌,無黨籍,2,,,0,,,0,,,0,,,0,,,0,0,0,0,0,601,22,4,3,3,18,7,6,129,21,41,2,17,4,5,20,1,6,0,0,0,0
臺北市,士林區,後港里,63000110008,朱立倫/王如玄,1324,蔡英文/陳建仁,2909,宋楚瑜/徐欣瑩,443,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,23,陳民乾,無黨籍,20,吳俊德,無黨籍,105,林幸蓉,無黨籍,32,潘懷宗,無黨籍,1644,姚文智,民主進步黨,2772,陳建斌,無黨籍,7,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2305,199,10,7,9,62,82,11,1139,121,336,1,131,5,20,205,11,25,0,0,0,0
臺北市,士林區,德華里,63000110028,朱立倫/王如玄,1100,蔡英文/陳建仁,2000,宋楚瑜/徐欣瑩,302,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1377,吳思瑤,民主進步黨,1874,黃清原,無黨籍,8,王靜亞,無黨籍,111,吳忠錚,無黨籍,11,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1551,147,9,5,24,52,99,14,839,97,186,3,122,6,8,197,11,27,0,0,0,0
臺北市,士林區,德行里,63000110027,朱立倫/王如玄,893,蔡英文/陳建仁,1423,宋楚瑜/徐欣瑩,277,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1142,吳思瑤,民主進步黨,1334,黃清原,無黨籍,4,王靜亞,無黨籍,113,吳忠錚,無黨籍,2,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1110,147,8,1,23,48,48,10,703,63,165,1,95,5,3,153,1,12,0,0,0,0
臺北市,士林區,忠誠里,63000110030,朱立倫/王如玄,1620,蔡英文/陳建仁,1342,宋楚瑜/徐欣瑩,358,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1954,吳思瑤,民主進步黨,1224,黃清原,無黨籍,8,王靜亞,無黨籍,123,吳忠錚,無黨籍,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,984,166,3,1,18,91,85,19,1185,52,185,1,96,5,5,399,6,26,0,0,0,0
臺北市,士林區,承德里,63000110012,朱立倫/王如玄,1179,蔡英文/陳建仁,1811,宋楚瑜/徐欣瑩,325,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,19,陳民乾,無黨籍,3,吳俊德,無黨籍,91,林幸蓉,無黨籍,23,潘懷宗,無黨籍,1453,姚文智,民主進步黨,1659,陳建斌,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1402,202,6,4,18,32,87,24,877,83,214,1,89,0,9,229,8,30,0,0,0,0
臺北市,士林區,新安里,63000110045,朱立倫/王如玄,335,蔡英文/陳建仁,780,宋楚瑜/徐欣瑩,86,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,10,陳民乾,無黨籍,8,吳俊德,無黨籍,19,林幸蓉,無黨籍,7,潘懷宗,無黨籍,339,姚文智,民主進步黨,719,陳建斌,無黨籍,2,,,0,,,0,,,0,,,0,,,0,0,0,0,0,635,56,4,3,6,12,18,3,263,35,57,1,18,2,2,60,1,14,0,0,0,0
臺北市,士林區,明勝里,63000110014,朱立倫/王如玄,851,蔡英文/陳建仁,1784,宋楚瑜/徐欣瑩,291,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,6,吳俊德,無黨籍,66,林幸蓉,無黨籍,29,潘懷宗,無黨籍,1100,姚文智,民主進步黨,1651,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1401,166,8,3,18,35,56,11,669,55,222,2,86,2,5,168,3,16,0,0,0,0
臺北市,士林區,東山里,63000110032,朱立倫/王如玄,1257,蔡英文/陳建仁,1393,宋楚瑜/徐欣瑩,331,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,7,吳俊德,無黨籍,61,林幸蓉,無黨籍,10,潘懷宗,無黨籍,1519,姚文智,民主進步黨,1317,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1042,170,3,5,29,45,80,21,980,53,148,3,99,2,1,274,5,20,0,0,0,0
臺北市,士林區,永倫里,63000110022,朱立倫/王如玄,1050,蔡英文/陳建仁,2936,宋楚瑜/徐欣瑩,386,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,34,陳民乾,無黨籍,43,吳俊德,無黨籍,84,林幸蓉,無黨籍,34,潘懷宗,無黨籍,1258,姚文智,民主進步黨,2838,陳建斌,無黨籍,11,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2358,298,13,8,11,50,79,10,861,111,268,3,100,7,16,139,15,16,0,0,0,0
臺北市,士林區,永福里,63000110043,朱立倫/王如玄,191,蔡英文/陳建仁,486,宋楚瑜/徐欣瑩,70,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,7,陳民乾,無黨籍,4,吳俊德,無黨籍,14,林幸蓉,無黨籍,4,潘懷宗,無黨籍,241,姚文智,民主進步黨,468,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,367,37,0,3,5,11,18,1,176,29,41,0,25,2,2,2,3,2,0,0,0,0
臺北市,士林區,溪山里,63000110049,朱立倫/王如玄,195,蔡英文/陳建仁,548,宋楚瑜/徐欣瑩,76,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,13,陳民乾,無黨籍,4,吳俊德,無黨籍,15,林幸蓉,無黨籍,7,潘懷宗,無黨籍,214,姚文智,民主進步黨,541,陳建斌,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,435,32,4,3,8,27,6,3,164,36,36,0,13,6,4,26,2,5,0,0,0,0
臺北市,士林區,百齡里,63000110011,朱立倫/王如玄,1245,蔡英文/陳建仁,2661,宋楚瑜/徐欣瑩,416,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,36,陳民乾,無黨籍,12,吳俊德,無黨籍,119,林幸蓉,無黨籍,30,潘懷宗,無黨籍,1533,姚文智,民主進步黨,2510,陳建斌,無黨籍,7,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2061,229,12,2,26,56,101,12,994,129,285,7,137,6,15,190,18,36,0,0,0,0
臺北市,士林區,社園里,63000110021,朱立倫/王如玄,913,蔡英文/陳建仁,3020,宋楚瑜/徐欣瑩,393,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,28,陳民乾,無黨籍,55,吳俊德,無黨籍,53,林幸蓉,無黨籍,31,潘懷宗,無黨籍,1202,姚文智,民主進步黨,2876,陳建斌,無黨籍,20,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2424,292,10,3,21,62,49,9,765,140,261,4,97,2,5,125,16,20,0,0,0,0
臺北市,士林區,社子里,63000110019,朱立倫/王如玄,911,蔡英文/陳建仁,2510,宋楚瑜/徐欣瑩,414,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,23,陳民乾,無黨籍,110,吳俊德,無黨籍,53,林幸蓉,無黨籍,27,潘懷宗,無黨籍,1173,姚文智,民主進步黨,2372,陳建斌,無黨籍,7,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2007,333,8,6,13,54,55,14,740,105,244,3,72,9,11,128,5,18,0,0,0,0
臺北市,士林區,社新里,63000110020,朱立倫/王如玄,1262,蔡英文/陳建仁,3516,宋楚瑜/徐欣瑩,496,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,31,陳民乾,無黨籍,44,吳俊德,無黨籍,68,林幸蓉,無黨籍,36,潘懷宗,無黨籍,1608,姚文智,民主進步黨,3344,陳建斌,無黨籍,11,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2848,349,14,6,18,66,64,16,1059,141,301,2,116,7,21,155,10,41,0,0,0,0
臺北市,士林區,福中里,63000110009,朱立倫/王如玄,1062,蔡英文/陳建仁,2569,宋楚瑜/徐欣瑩,401,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,28,陳民乾,無黨籍,8,吳俊德,無黨籍,87,林幸蓉,無黨籍,29,潘懷宗,無黨籍,1381,姚文智,民主進步黨,2437,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1992,232,10,14,21,61,95,10,826,103,281,3,102,4,20,202,9,36,0,0,0,0
臺北市,士林區,福佳里,63000110007,朱立倫/王如玄,1518,蔡英文/陳建仁,2732,宋楚瑜/徐欣瑩,436,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,37,陳民乾,無黨籍,22,吳俊德,無黨籍,115,林幸蓉,無黨籍,33,潘懷宗,無黨籍,1881,姚文智,民主進步黨,2523,陳建斌,無黨籍,12,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2110,222,17,6,29,69,125,18,1190,124,261,12,133,13,22,288,18,31,0,0,0,0
臺北市,士林區,福安里,63000110023,朱立倫/王如玄,374,蔡英文/陳建仁,2356,宋楚瑜/徐欣瑩,200,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,20,吳俊德,無黨籍,30,林幸蓉,無黨籍,17,潘懷宗,無黨籍,457,姚文智,民主進步黨,2292,陳建斌,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1990,172,11,11,9,35,16,4,292,82,161,3,43,5,7,59,5,8,0,0,0,0
臺北市,士林區,福德里,63000110004,朱立倫/王如玄,966,蔡英文/陳建仁,1470,宋楚瑜/徐欣瑩,297,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,13,吳俊德,無黨籍,72,林幸蓉,無黨籍,20,潘懷宗,無黨籍,1206,姚文智,民主進步黨,1353,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1097,154,7,0,27,45,82,6,787,62,165,3,75,5,5,168,8,17,0,0,0,0
臺北市,士林區,福志里,63000110005,朱立倫/王如玄,1859,蔡英文/陳建仁,2325,宋楚瑜/徐欣瑩,381,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,30,陳民乾,無黨籍,9,吳俊德,無黨籍,116,林幸蓉,無黨籍,18,潘懷宗,無黨籍,2156,姚文智,民主進步黨,2130,陳建斌,無黨籍,6,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1742,196,6,4,20,69,129,29,1308,107,256,1,173,10,7,467,7,32,0,0,0,0
臺北市,士林區,福林里,63000110003,朱立倫/王如玄,657,蔡英文/陳建仁,933,宋楚瑜/徐欣瑩,194,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,13,陳民乾,無黨籍,5,吳俊德,無黨籍,44,林幸蓉,無黨籍,16,潘懷宗,無黨籍,786,姚文智,民主進步黨,872,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,710,109,2,5,9,39,41,14,485,35,97,2,60,4,7,133,6,16,0,0,0,0
臺北市,士林區,福華里,63000110013,朱立倫/王如玄,1134,蔡英文/陳建仁,2160,宋楚瑜/徐欣瑩,368,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,18,陳民乾,無黨籍,12,吳俊德,無黨籍,108,林幸蓉,無黨籍,38,潘懷宗,無黨籍,1408,姚文智,民主進步黨,2005,陳建斌,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1714,226,8,7,12,63,96,20,874,66,218,1,83,9,12,192,18,32,0,0,0,0
臺北市,士林區,福順里,63000110015,朱立倫/王如玄,761,蔡英文/陳建仁,2090,宋楚瑜/徐欣瑩,302,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,18,吳俊德,無黨籍,48,林幸蓉,無黨籍,24,潘懷宗,無黨籍,975,姚文智,民主進步黨,1995,陳建斌,無黨籍,12,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1683,188,15,3,14,52,43,12,609,92,185,4,76,6,7,116,11,22,0,0,0,0
臺北市,士林區,義信里,63000110002,朱立倫/王如玄,605,蔡英文/陳建仁,1003,宋楚瑜/徐欣瑩,170,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,13,陳民乾,無黨籍,4,吳俊德,無黨籍,49,林幸蓉,無黨籍,21,潘懷宗,無黨籍,740,姚文智,民主進步黨,934,陳建斌,無黨籍,1,,,0,,,0,,,0,,,0,,,0,0,0,0,0,742,86,8,4,6,24,47,10,470,55,117,3,50,5,7,120,7,8,0,0,0,0
臺北市,士林區,翠山里,63000110050,朱立倫/王如玄,857,蔡英文/陳建仁,543,宋楚瑜/徐欣瑩,163,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,9,陳民乾,無黨籍,1,吳俊德,無黨籍,70,林幸蓉,無黨籍,5,潘懷宗,無黨籍,980,姚文智,民主進步黨,476,陳建斌,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,347,75,4,2,16,17,83,18,569,27,86,4,87,1,0,240,1,8,0,0,0,0
臺北市,士林區,聖山里,63000110029,朱立倫/王如玄,1298,蔡英文/陳建仁,1467,宋楚瑜/徐欣瑩,298,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,19,陳民乾,無黨籍,12,吳俊德,無黨籍,77,林幸蓉,無黨籍,17,潘懷宗,無黨籍,1543,姚文智,民主進步黨,1328,陳建斌,無黨籍,7,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1097,157,4,2,19,47,88,19,937,50,164,3,119,2,6,312,11,18,0,0,0,0
臺北市,士林區,臨溪里,63000110051,朱立倫/王如玄,695,蔡英文/陳建仁,880,宋楚瑜/徐欣瑩,179,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,12,陳民乾,無黨籍,3,吳俊德,無黨籍,40,林幸蓉,無黨籍,21,潘懷宗,無黨籍,781,姚文智,民主進步黨,835,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,671,113,1,2,13,41,30,16,514,36,92,0,61,2,5,128,3,19,0,0,0,0
臺北市,士林區,舊佳里,63000110006,朱立倫/王如玄,1210,蔡英文/陳建仁,2128,宋楚瑜/徐欣瑩,303,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,24,陳民乾,無黨籍,10,吳俊德,無黨籍,83,林幸蓉,無黨籍,26,潘懷宗,無黨籍,1473,姚文智,民主進步黨,1985,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1634,178,9,4,23,55,84,9,969,75,209,4,120,7,13,206,9,30,0,0,0,0
臺北市,士林區,芝山里,63000110031,朱立倫/王如玄,1547,蔡英文/陳建仁,2366,宋楚瑜/徐欣瑩,476,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,21,陳民乾,無黨籍,4,吳俊德,無黨籍,114,林幸蓉,無黨籍,22,潘懷宗,無黨籍,1957,姚文智,民主進步黨,2167,陳建斌,無黨籍,12,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1740,231,11,4,27,61,140,11,1206,86,298,3,156,8,13,341,10,34,0,0,0,0
臺北市,士林區,菁山里,63000110047,朱立倫/王如玄,289,蔡英文/陳建仁,565,宋楚瑜/徐欣瑩,96,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,14,陳民乾,無黨籍,2,吳俊德,無黨籍,19,林幸蓉,無黨籍,5,潘懷宗,無黨籍,372,姚文智,民主進步黨,522,陳建斌,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,458,42,6,3,6,15,13,6,234,19,49,1,19,1,1,48,1,3,0,0,0,0
臺北市,士林區,葫東里,63000110018,朱立倫/王如玄,595,蔡英文/陳建仁,1620,宋楚瑜/徐欣瑩,222,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,20,陳民乾,無黨籍,19,吳俊德,無黨籍,41,林幸蓉,無黨籍,24,潘懷宗,無黨籍,750,姚文智,民主進步黨,1521,陳建斌,無黨籍,2,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1295,141,5,2,7,22,44,5,501,65,159,1,63,6,5,90,4,12,0,0,0,0
臺北市,士林區,葫蘆里,63000110017,朱立倫/王如玄,1386,蔡英文/陳建仁,2762,宋楚瑜/徐欣瑩,400,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,21,陳民乾,無黨籍,21,吳俊德,無黨籍,75,林幸蓉,無黨籍,30,潘懷宗,無黨籍,1699,姚文智,民主進步黨,2633,陳建斌,無黨籍,8,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2181,232,8,8,20,61,83,20,1155,96,294,7,115,8,6,213,18,27,0,0,0,0
臺北市,士林區,蘭興里,63000110035,朱立倫/王如玄,1334,蔡英文/陳建仁,2187,宋楚瑜/徐欣瑩,362,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1663,吳思瑤,民主進步黨,2014,黃清原,無黨籍,9,王靜亞,無黨籍,170,吳忠錚,無黨籍,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1651,209,12,3,21,61,81,9,1031,76,250,2,158,10,12,248,10,33,0,0,0,0
臺北市,士林區,蘭雅里,63000110034,朱立倫/王如玄,1847,蔡英文/陳建仁,2803,宋楚瑜/徐欣瑩,466,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,2307,吳思瑤,民主進步黨,2560,黃清原,無黨籍,19,王靜亞,無黨籍,222,吳忠錚,無黨籍,12,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2087,273,8,12,28,88,95,14,1442,121,336,3,192,9,14,344,8,50,0,0,0,0
臺北市,士林區,陽明里,63000110046,朱立倫/王如玄,618,蔡英文/陳建仁,967,宋楚瑜/徐欣瑩,173,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,8,吳俊德,無黨籍,38,林幸蓉,無黨籍,18,潘懷宗,無黨籍,717,姚文智,民主進步黨,929,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,785,93,3,3,7,27,27,10,464,57,75,0,40,4,5,129,5,20,0,0,0,0
臺北市,大同區,保安里,63000060026,朱立倫/王如玄,622,蔡英文/陳建仁,1661,宋楚瑜/徐欣瑩,244,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,22,陳民乾,無黨籍,4,吳俊德,無黨籍,40,林幸蓉,無黨籍,18,潘懷宗,無黨籍,829,姚文智,民主進步黨,1572,陳建斌,無黨籍,14,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1324,117,5,0,8,31,32,15,552,55,174,2,68,2,14,84,12,26,0,0,0,0
臺北市,大同區,光能里,63000060008,朱立倫/王如玄,819,蔡英文/陳建仁,1930,宋楚瑜/徐欣瑩,314,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,25,陳民乾,無黨籍,11,吳俊德,無黨籍,42,林幸蓉,無黨籍,44,潘懷宗,無黨籍,1022,姚文智,民主進步黨,1880,陳建斌,無黨籍,7,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1593,185,3,7,17,37,40,5,690,67,174,4,72,5,12,123,12,23,0,0,0,0
臺北市,大同區,南芳里,63000060012,朱立倫/王如玄,649,蔡英文/陳建仁,1441,宋楚瑜/徐欣瑩,201,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,14,陳民乾,無黨籍,9,吳俊德,無黨籍,33,林幸蓉,無黨籍,27,潘懷宗,無黨籍,833,姚文智,民主進步黨,1323,陳建斌,無黨籍,3,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1104,72,3,1,7,29,33,12,583,55,171,4,55,1,7,86,3,16,0,0,0,0
臺北市,大同區,國慶里,63000060018,朱立倫/王如玄,702,蔡英文/陳建仁,1698,宋楚瑜/徐欣瑩,247,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,14,陳民乾,無黨籍,9,吳俊德,無黨籍,30,林幸蓉,無黨籍,22,潘懷宗,無黨籍,936,姚文智,民主進步黨,1590,陳建斌,無黨籍,4,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1320,117,4,3,10,24,39,6,630,85,170,2,83,6,18,95,14,21,0,0,0,0
臺北市,大同區,國順里,63000060017,朱立倫/王如玄,396,蔡英文/陳建仁,1192,宋楚瑜/徐欣瑩,214,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,王銘宗,無黨籍,12,陳民乾,無黨籍,5,吳俊德,無黨籍,22,林幸蓉,無黨籍,26,潘懷宗,無黨籍,509,姚文智,民主進步黨,1189,陳建斌,無黨籍,5,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1007,101,5,1,4,26,15,5,338,54,101,1,44,4,7,63,7,3,0,0,0,0
